grid index,gp_index,lat [deg],lon [deg],event type,start time [s],duration [s],severity,measurements,id
0,77,12.9017,103.9945,algal_bloom,9720,76680,67.9,"['VNIR', 'TIR', 'Altimeter']",0866ef9a-e843-4142-a9a4-da0a52eb199d
0,68,51.0212,100.4779,algal_bloom,12866,73534,70.0,"['VNIR', 'TIR', 'Altimeter']",1381c9d9-9347-40d7-8a4b-126bdac660c9
0,644,45.5948,99.096,algal_bloom,12866,73534,25.1,"['VNIR', 'TIR', 'Altimeter']",8cdd5667-d3b8-412f-bd18-c35ed1911333
0,366,31.1359,88.3546,algal_bloom,15419,70981,38.1,"['VNIR', 'TIR', 'Altimeter']",25a1ac4a-0c8e-4967-81db-8f0d03bcbf13
0,946,32.0252,91.4731,algal_bloom,15419,70981,43.6,"['VNIR', 'TIR', 'Altimeter']",769aff95-cab6-4a7e-b99e-f5a4c7cd0cf1
0,669,31.5537,88.7737,algal_bloom,15419,70981,38.1,"['VNIR', 'TIR', 'Altimeter']",2b842283-ef41-4ed7-8ff5-a1278169d1e1
0,460,33.3784,89.8697,algal_bloom,15419,70981,42.4,"['VNIR', 'TIR', 'Altimeter']",21136a0d-48b1-4068-ad65-b03b9603f032
0,468,34.814,90.3565,algal_bloom,15419,70981,38.1,"['VNIR', 'TIR', 'Altimeter']",d975b288-13d7-490e-aafa-16406b746047
0,450,31.022,87.161,algal_bloom,15419,70981,70.0,"['VNIR', 'TIR', 'Altimeter']",23d66341-2ccd-437c-bc59-23714a276fe4
0,106,31.7858,88.9474,algal_bloom,15419,70981,26.7,"['VNIR', 'TIR', 'Altimeter']",944596d2-bf95-4527-b4f1-4a0e7f70a6d6
0,547,36.9617,95.2277,algal_bloom,15419,70981,20.4,"['VNIR', 'TIR', 'Altimeter']",918c33af-5aed-4223-9243-d37a558c58ba
0,700,35.5493,91.9167,algal_bloom,15419,70981,44.8,"['VNIR', 'TIR', 'Altimeter']",7be4559f-d217-48fd-b006-2ae1473e102f
0,862,32.0787,90.8656,algal_bloom,15419,70981,48.8,"['VNIR', 'TIR', 'Altimeter']",c83aeffe-ad61-41aa-99d3-bfdc3a8ae3ba
0,667,34.5708,89.0001,algal_bloom,15419,70981,46.1,"['VNIR', 'TIR', 'Altimeter']",f839a80d-89d3-4ca1-9902-416039a5c7a9
0,506,31.7125,88.0295,algal_bloom,15419,70981,23.5,"['VNIR', 'TIR', 'Altimeter']",05a3d451-be91-4177-aa3a-ec02ee72d6d0
0,904,35.2138,92.1908,algal_bloom,15419,70981,44.8,"['VNIR', 'TIR', 'Altimeter']",b6fd98df-31b9-4a04-a6b0-883e8d281cec
0,739,24.1819,68.6822,algal_bloom,19285,67115,46.1,"['VNIR', 'TIR', 'Altimeter']",5a10a2b4-e346-4fb4-86ab-34fb6e56e916
0,398,24.0038,69.0208,algal_bloom,19285,67115,41.2,"['VNIR', 'TIR', 'Altimeter']",f55ca0d6-f6be-4e6b-bc2e-043696fc780a
0,449,52.7212,64.8363,algal_bloom,21118,65282,47.4,"['VNIR', 'TIR', 'Altimeter']",f606b20f-4624-4d67-8acd-627523627855
0,804,53.9207,72.1267,algal_bloom,21118,65282,30.3,"['VNIR', 'TIR', 'Altimeter']",2f3690f2-7df3-44b4-81b7-ede18fab445c
0,97,54.8329,76.982,algal_bloom,21118,65282,46.1,"['VNIR', 'TIR', 'Altimeter']",bffe1257-0576-473d-93f4-38b032bb0269
0,838,52.892,74.2176,algal_bloom,21118,65282,47.4,"['VNIR', 'TIR', 'Altimeter']",0c575bd6-bd66-4535-b28e-fe25658254be
0,221,53.2117,73.2811,algal_bloom,21118,65282,54.9,"['VNIR', 'TIR', 'Altimeter']",91ee3a5d-c638-470e-be0d-c619c5de3a3f
0,880,54.5698,77.9594,algal_bloom,21118,65282,42.4,"['VNIR', 'TIR', 'Altimeter']",29dbf839-e46e-489a-92c2-e7c7f046a61e
0,783,54.9804,78.5977,algal_bloom,21118,65282,54.9,"['VNIR', 'TIR', 'Altimeter']",5ea5ca08-d935-499d-97b0-12c2ed6be3ac
0,710,56.1261,71.9309,algal_bloom,21118,65282,54.9,"['VNIR', 'TIR', 'Altimeter']",aa27b5f7-a524-454b-90e1-bff051f47e05
0,737,53.834,72.9346,algal_bloom,21118,65282,20.4,"['VNIR', 'TIR', 'Altimeter']",967633c4-e27d-4933-8dca-4be65f8db1b3
0,934,57.535,70.461,algal_bloom,21118,65282,46.1,"['VNIR', 'TIR', 'Altimeter']",cbd9030b-a05f-474d-88be-63dd9bd0b9fb
0,420,40.9187,46.7719,algal_bloom,25165,61235,28.5,"['VNIR', 'TIR', 'Altimeter']",612d2a84-635a-480e-971a-d88e351dba61
0,319,34.4708,54.3243,algal_bloom,25165,61235,19.0,"['VNIR', 'TIR', 'Altimeter']",899ea7cb-cb1e-49f2-8b07-e4983f8c156b
0,0,41.8509,50.5285,algal_bloom,25165,61235,70.0,"['VNIR', 'TIR', 'Altimeter']",c38bff49-03e8-49a9-b8c3-30de17113c5c
0,314,-3.6211,35.8061,algal_bloom,25885,60515,70.0,"['VNIR', 'TIR', 'Altimeter']",c6e4e3d4-8926-46c8-820a-c1046e1ad938
0,8,-11.9565,34.5054,algal_bloom,25885,60515,70.0,"['VNIR', 'TIR', 'Altimeter']",faf7294b-f5e0-4e6c-8020-b9ef10feb344
0,138,-3.5922,35.1257,algal_bloom,25885,60515,70.0,"['VNIR', 'TIR', 'Altimeter']",e400f695-d763-4403-9cee-4b2867304d64
0,200,-2.3319,36.0167,algal_bloom,25885,60515,70.0,"['VNIR', 'TIR', 'Altimeter']",c60e2180-0d1e-4c5e-a664-a2427cbe6fa7
0,394,-7.0217,35.8404,algal_bloom,25885,60515,25.1,"['VNIR', 'TIR', 'Altimeter']",6c160ab9-4f1c-46da-b7ac-f218c658bdff
0,2,-1.2758,32.8717,algal_bloom,25885,60515,61.9,"['VNIR', 'TIR', 'Altimeter']",c875e873-c82c-4c4d-b260-e17765a273ab
0,28,-7.9548,32.1527,algal_bloom,25885,60515,60.1,"['VNIR', 'TIR', 'Altimeter']",021e1af0-90c7-4bb4-8679-c3b252cc18c9
0,226,-6.0936,35.1906,algal_bloom,25885,60515,38.1,"['VNIR', 'TIR', 'Altimeter']",559de18e-09a8-4420-b147-b06998b81ea6
0,317,23.104,31.2723,algal_bloom,27717,58683,25.1,"['VNIR', 'TIR', 'Altimeter']",fe39fefe-8c18-4d93-baeb-37ea54a54b5b
0,33,22.8566,32.5723,algal_bloom,27717,58683,41.2,"['VNIR', 'TIR', 'Altimeter']",1d5f37c1-1cf0-4b58-8ea9-bf224824fa3f
0,487,23.1291,30.9745,algal_bloom,27717,58683,25.1,"['VNIR', 'TIR', 'Altimeter']",85309b17-49a2-4894-9975-b34db02c5ac9
0,352,23.3832,30.6245,algal_bloom,27717,58683,23.5,"['VNIR', 'TIR', 'Altimeter']",e4230852-51b1-4e0f-8b2e-a3aa8bf64a76
0,764,29.4709,30.6275,algal_bloom,27717,58683,38.1,"['VNIR', 'TIR', 'Altimeter']",dbd1e40a-3520-4a50-8b4f-74dcdc021172
0,36,-9.0294,28.6906,algal_bloom,28257,58143,70.0,"['VNIR', 'TIR', 'Altimeter']",3e30aea9-a1be-49d3-ad39-bedd51e7c869
0,996,-10.888,27.0714,algal_bloom,28257,58143,70.0,"['VNIR', 'TIR', 'Altimeter']",00ff0da1-77d8-4667-901e-162c8f76a61b
0,116,-8.7227,29.6838,algal_bloom,28257,58143,70.0,"['VNIR', 'TIR', 'Altimeter']",89b3d295-244e-4e66-a160-32c2361ccbbc
0,2,-1.2758,32.8717,algal_bloom,28257,58143,70.0,"['VNIR', 'TIR', 'Altimeter']",1702cda6-7915-4044-8580-85aa6748c6fb
0,5,-6.0783,29.4695,algal_bloom,28257,58143,26.7,"['VNIR', 'TIR', 'Altimeter']",637a5323-3569-44df-a1ee-0307e8e306af
0,554,34.2451,6.2984,algal_bloom,33597,52803,16.3,"['VNIR', 'TIR', 'Altimeter']",eb876f6d-1e0f-44f3-91a2-802b92e6d928
0,395,13.0864,-10.3791,algal_bloom,37643,48757,32.1,"['VNIR', 'TIR', 'Altimeter']",da751650-e621-46c2-86bb-0e04250d73a4
0,756,-22.8842,-42.2215,algal_bloom,44422,41978,70.0,"['VNIR', 'TIR', 'Altimeter']",8eeb6c5d-0059-46ba-9d6e-b1255fcfb191
0,810,-33.0824,-57.3243,algal_bloom,46975,39425,53.3,"['VNIR', 'TIR', 'Altimeter']",6a4afca9-633b-40aa-b11c-2020e91eca78
0,245,-32.7545,-56.3364,algal_bloom,46975,39425,51.8,"['VNIR', 'TIR', 'Altimeter']",a34c98d7-3026-4343-807b-60f8467aab36
0,88,-18.8335,-67.0801,algal_bloom,50302,36098,36.0,"['VNIR', 'TIR', 'Altimeter']",87e3fe7b-eb02-4def-bb7d-cf35f8458d7d
0,20,-15.915,-69.2941,algal_bloom,50302,36098,70.0,"['VNIR', 'TIR', 'Altimeter']",53099ca5-5d32-43ba-912f-f22bddbce30c
0,104,-46.592,-71.2903,algal_bloom,50842,35558,70.0,"['VNIR', 'TIR', 'Altimeter']",9cd74815-54ae-4bff-bf91-1749cece0e13
0,604,-46.4435,-74.3742,algal_bloom,50842,35558,61.9,"['VNIR', 'TIR', 'Altimeter']",a221871a-e1eb-43e4-892f-25fbb47b0d7d
0,593,-47.3044,-71.9723,algal_bloom,50842,35558,70.0,"['VNIR', 'TIR', 'Altimeter']",e9b2dec5-7e91-4138-8c57-4aaa97bd0d46
0,274,-45.4614,-68.718,algal_bloom,50842,35558,46.1,"['VNIR', 'TIR', 'Altimeter']",c9bdf407-c8cc-48a6-b2b8-bb32d6344844
0,474,10.1839,-67.7271,algal_bloom,52134,34266,70.0,"['VNIR', 'TIR', 'Altimeter']",cc09021c-fce5-40d5-b53e-75e1b961c3e9
0,118,26.9476,-80.8021,algal_bloom,55641,30759,67.9,"['VNIR', 'TIR', 'Altimeter']",f800eff1-7306-4daf-b7da-dc95a925fbcc
0,748,29.8764,-93.8445,algal_bloom,58013,28387,67.9,"['VNIR', 'TIR', 'Altimeter']",a1fa8945-e2e7-4e70-beb1-e34dc3e9bf2e
0,818,30.7143,-95.1398,algal_bloom,58013,28387,51.8,"['VNIR', 'TIR', 'Altimeter']",477f9c87-5a6d-46c1-8fde-d322809d3143
0,458,31.2477,-94.3565,algal_bloom,58013,28387,41.2,"['VNIR', 'TIR', 'Altimeter']",6346fb6d-5f5a-4f8e-bce6-a5fda2e102ea
0,175,54.6199,-94.3508,algal_bloom,61160,25240,70.0,"['VNIR', 'TIR', 'Altimeter']",0887a08c-e443-428d-80dc-6286944ee99f
0,736,50.0217,-90.6878,algal_bloom,61160,25240,70.0,"['VNIR', 'TIR', 'Altimeter']",8beb5c07-2e6a-4f09-ae2a-e35c6f63778c
0,683,53.4932,-103.8281,algal_bloom,61160,25240,42.4,"['VNIR', 'TIR', 'Altimeter']",08e60525-1b96-4480-b261-7c4a63f9a120
0,508,54.5859,-102.2456,algal_bloom,61160,25240,41.2,"['VNIR', 'TIR', 'Altimeter']",5a51dfa2-24e0-42bc-b77e-037a4f39961f
0,182,53.849,-94.254,algal_bloom,61160,25240,65.8,"['VNIR', 'TIR', 'Altimeter']",2c4482d8-3652-4528-811e-b0c35a5b5abb
0,132,50.4274,-92.7784,algal_bloom,61160,25240,70.0,"['VNIR', 'TIR', 'Altimeter']",07e82748-2869-4b1b-93ba-91d6ec67f609
0,935,54.6482,-100.3303,algal_bloom,61160,25240,53.3,"['VNIR', 'TIR', 'Altimeter']",1039bac6-ea49-43f3-a094-1ff9d87d1ddc
0,502,51.2035,-93.3156,algal_bloom,61160,25240,70.0,"['VNIR', 'TIR', 'Altimeter']",0c5e8f05-ac7c-4677-8bdf-28fc03e804d1
0,418,54.1185,-102.2781,algal_bloom,61160,25240,30.3,"['VNIR', 'TIR', 'Altimeter']",e99c2589-f956-4a07-be34-06b3fdb790f9
0,759,54.1196,-93.8221,algal_bloom,61160,25240,60.1,"['VNIR', 'TIR', 'Altimeter']",4784df4e-3251-45ab-8285-679e917e63e2
0,11,52.0446,-97.1539,algal_bloom,61160,25240,44.8,"['VNIR', 'TIR', 'Altimeter']",c837b908-174d-4b2d-867f-86009e414094
0,339,50.1583,-117.8045,algal_bloom,63713,22687,47.4,"['VNIR', 'TIR', 'Altimeter']",170bd0a9-ebca-4538-9e24-c547d396cc47
0,587,43.3215,-118.7765,algal_bloom,63713,22687,46.1,"['VNIR', 'TIR', 'Altimeter']",6bb2a70c-e41b-429d-b3a0-f024bdb6a506
0,664,48.2659,-118.1405,algal_bloom,63713,22687,54.9,"['VNIR', 'TIR', 'Altimeter']",41e1eb4b-8f42-4d6a-a95a-f100be3e9c4e
0,414,49.7146,-116.8866,algal_bloom,63713,22687,70.0,"['VNIR', 'TIR', 'Altimeter']",aa7be39c-36b1-4cd5-94ae-7e96a1f1c348
0,406,41.9069,-120.4385,algal_bloom,67399,19001,53.3,"['VNIR', 'TIR', 'Altimeter']",05dad065-993c-4b84-87d4-904631d067e9
0,664,48.2659,-118.1405,algal_bloom,67399,19001,70.0,"['VNIR', 'TIR', 'Altimeter']",f2d11df3-8f90-4db3-858d-291fe0fcf8d6
0,651,42.41,-121.89,algal_bloom,67399,19001,70.0,"['VNIR', 'TIR', 'Altimeter']",809f80f3-35b0-453d-8c87-8ca0bd690e10
0,488,59.9715,-132.3989,algal_bloom,69592,16808,50.3,"['VNIR', 'TIR', 'Altimeter']",fc23b3c0-a68b-405e-a345-8990b21c852e
0,728,55.3813,-125.8436,algal_bloom,69592,16808,70.0,"['VNIR', 'TIR', 'Altimeter']",be995492-4685-4215-961f-c321f8c01afd
0,708,54.0128,-126.0955,algal_bloom,69592,16808,70.0,"['VNIR', 'TIR', 'Altimeter']",0eacb987-cb50-454d-9c99-8bcbe7728f80
0,107,56.0297,-123.9064,algal_bloom,69592,16808,70.0,"['VNIR', 'TIR', 'Altimeter']",d3dfe542-2106-4030-86c0-00d8528731c7
0,484,54.5618,-124.5909,algal_bloom,69592,16808,70.0,"['VNIR', 'TIR', 'Altimeter']",39790750-8d76-487c-9481-faa067452d55
0,349,60.5871,-121.1388,algal_bloom,69592,16808,70.0,"['VNIR', 'TIR', 'Altimeter']",709b90d2-0a6f-494a-a51f-e3b1e260657e
0,378,54.8796,-126.1775,algal_bloom,69592,16808,70.0,"['VNIR', 'TIR', 'Altimeter']",c17317c6-286b-451d-bd96-bf26b557d7c8
